requirement_id,section_number,section_title,release,primary_domain,summary,primary_type,secondary_types,automatic_primary_type,primary_type_changed,classification_reason
REQ-QUIZ-002,22,出題順・出題数,初期リリース後,D,次の出題順を選択できること。 - 難易度順 - 学習内容順 - 弱点優先 - 最近の誤答優先 - 復習優先度順,FUNC,"RULE,DATA",RULE,yes,難易度・学習内容・弱点・復習優先度などから出題順を選択する機能
REQ-QUIZ-003,22,出題順・出題数,初期リリース必須,D,対象問題の全問または指定問数を出題できること。,FUNC,DATA,RULE,yes,対象問題の全問または指定問数を出題する機能
REQ-QUIZ-004,22,出題順・出題数,初期リリース後,D,分類や学習区分ごとに、 出題数を割り当てられること。,FUNC,"DATA,RULE",RULE,yes,分類・学習区分ごとに出題数を割り当てる機能
REQ-QUIZ-005,22,出題順・出題数,初期リリース必須,D,本番形式演習では、 問題数、制限時間、問題順、出題形式を固定できること。,RULE,"DATA,FUNC",RULE,no,本番形式演習で問題数・時間・順序・形式を固定する出題規則
REQ-MODE-001,23,学習モード,初期リリース必須,D,問題集と出題方法を分離し、 同じ問題集を複数の学習モードで実行できること。,RULE,"FUNC,DATA",RULE,no,問題集定義と出題方法を分離し、同一問題集を複数モードで利用する原則
REQ-MODE-002,23,学習モード,初期リリース必須,D,通常練習モードを提供すること。 通常練習では、 対象範囲の問題を指定された順序と問数で出題する。,FUNC,RULE,RULE,yes,指定順序・問数で出題する通常練習モードを提供する機能
REQ-MODE-003,23,学習モード,初期リリース必須,D,周回練習モードを提供すること。 周回練習では、 前回の周回で誤答またはパスした問題だけを 次の周回へ残す。,FUNC,"RULE,DATA",RULE,yes,誤答・パス問題だけを次周へ残す周回練習モードを提供する機能
REQ-MODE-004,23,学習モード,初期リリース必須,D,弱点練習モードを提供すること。 弱点練習では、 現在の定着度が低い問題、忘却リスクが高い問題、 または復習時期を過ぎた問題を優先する。,FUNC,"RULE,DATA",RULE,yes,低定着・忘却リスク・復習期限超過問題を優先する弱点練習モードを提供する機能
REQ-MODE-005,23,学習モード,初期リリース必須,D,定着確認モードを提供すること。 定着確認では、 前回の学習から一定期間が経過した問題を再出題する。,FUNC,"RULE,DATA",RULE,yes,一定期間経過した問題を再出題する定着確認モードを提供する機能
REQ-MODE-006,23,学習モード,初期リリース必須,D,未着手問題だけを出題するモードを提供すること。,FUNC,"RULE,DATA",RULE,yes,未着手問題だけを対象とする学習モードを提供する機能
REQ-MODE-007,23,学習モード,初期リリース必須,D,対象範囲からランダムに確認するモードを提供すること。,FUNC,RULE,RULE,yes,対象範囲からランダム出題する確認モードを提供する機能
REQ-MODE-008,23,学習モード,初期リリース後,D,定着確認で、 経過日数や定着段階などの条件を管理者が指定できること。,FUNC,"OPS,RULE,DATA",RULE,yes,定着確認の経過日数・定着段階条件を管理者が指定する機能
REQ-MOBILE-001,24,移動中・運動中の学習,初期リリース必須,E,車移動や運動中の学習用に、 書かずに短時間で回答できる問題だけを選択できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-MOBILE-002,24,移動中・運動中の学習,初期リリース必須,E,問題が移動中・運動中の学習に適するかを、 問題属性または問題形式から判定できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-MOBILE-003,24,移動中・運動中の学習,初期リリース必須,E,移動中・運動中の学習では、 次のような問題を除外できること。 - 書き取り - 作図 - 英作文 - 長文読解 - 複雑な表・グラフ読解 - 途中式が必要な問題,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-MOBILE-004,24,移動中・運動中の学習,初期リリース必須,E,移動中・運動中の学習画面は、 少ない操作で回答表示と判定ができること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-EVENT-001,25,学習セッション・回答イベント,初期リリース必須,F,1回の学習実行を、 学習セッションとして一意に識別し保存すること。,DATA,,DATA,no,1回の学習実行を一意な学習セッションとして識別・保存するデータ要件
REQ-EVENT-002,25,学習セッション・回答イベント,初期リリース必須,F,学習セッションについて、少なくとも次を保存すること。 - 開始日時 - 終了日時 - 実行した教材または問題集 - 学習モード - 出題設定 - 出題問題 - 途中終了の有無,DATA,,DATA,no,学習セッションの開始終了日時・対象・モード・出題設定・問題・途中終了状態を保存するデータ要件
REQ-EVENT-003,25,学習セッション・回答イベント,初期リリース必須,F,問題への1回の回答を、 回答イベントとして保存すること。,DATA,,DATA,no,問題への1回の回答を回答イベントとして保存するデータ要件
REQ-EVENT-004,25,学習セッション・回答イベント,初期リリース必須,F,回答イベントについて、少なくとも次を保存すること。 - 学習セッション - 問題 - 判定結果 - 判定日時 - 問題所要時間 - 手動回答表示またはタイムアウト - 学習モード - 実行した目的別問題集 - 周回情報,DATA,,DATA,no,回答イベントにセッション・問題・判定・日時・所要時間・表示方法・モード・周回情報を保存する
REQ-EVENT-005,25,学習セッション・回答イベント,初期リリース必須,F,判定結果として、 少なくとも次を区別できること。 - 正解 - 不正解 - パス,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-EVENT-006,25,学習セッション・回答イベント,初期リリース必須,F,回答イベントを、 進捗・弱点・定着判定アルゴリズムから独立した 変更されない事実データとして保存すること。,DATA,"RULE,QUAL",DATA,no,回答イベントを進捗・弱点・定着アルゴリズムから独立した変更されない事実データとして保持する
REQ-EVENT-007,25,学習セッション・回答イベント,初期リリース必須,F,通常教材、目的別問題集、周回練習など、 すべての実行経路の回答イベントを 横断的に参照できること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-TIME-001,26,問題所要時間・一時停止,初期リリース必須,E,問題所要時間は、 問題を表示した時点から計測を開始すること。,RULE,"DATA,FUNC",RULE,no,問題表示時点を所要時間計測の開始点とする計測規則
REQ-TIME-002,26,問題所要時間・一時停止,初期リリース必須,E,問題所要時間は、 学習者が回答表示を要求した時点、 または制限時間が終了した時点で計測を終了すること。,RULE,"DATA,FUNC",RULE,no,回答表示要求または制限時間終了を計測終了点とする規則
REQ-TIME-003,26,問題所要時間・一時停止,初期リリース必須,E,一時停止中の時間を、 問題所要時間に含めないこと。,RULE,DATA,RULE,no,一時停止中の時間を問題所要時間へ含めない計測規則
REQ-TIME-004,26,問題所要時間・一時停止,初期リリース必須,F,手動で回答を表示した場合と、 時間切れで回答を表示した場合を区別して記録すること。,DATA,RULE,RULE,yes,手動回答表示と時間切れ回答表示を区別して記録するデータ要件
REQ-TIME-005,26,問題所要時間・一時停止,初期リリース必須,E,回答表示後から正誤判定までの時間は、 問題所要時間として記録しないこと。,RULE,DATA,RULE,no,回答表示後から正誤判定までを問題所要時間へ含めない規則
REQ-TIME-006,26,問題所要時間・一時停止,初期リリース必須,F,問題所要時間は弱点・定着判定の補助情報とし、 所要時間だけで習得または弱点を判定しないこと。,RULE,DATA,RULE,no,所要時間を補助情報とし、時間だけで習得・弱点を判定しない評価規則
REQ-CYCLE-001,27,周回管理,初期リリース必須,F,周回管理を、 短期間で範囲内の誤答をなくすための管理機能として提供すること。,FUNC,RULE,DATA,yes,短期間で範囲内の誤答をなくすための周回管理機能
REQ-CYCLE-002,27,周回管理,初期リリース必須,F,周回の初回では、 開始時点の対象問題をすべて出題すること。,RULE,"FUNC,DATA",DATA,yes,周回初回では開始時点の対象問題をすべて出題する規則
REQ-CYCLE-003,27,周回管理,初期リリース必須,F,周回実施後、 誤答またはパスした問題だけを次周へ残すこと。,RULE,"FUNC,DATA",DATA,yes,誤答・パス問題だけを次周へ残す周回更新規則
REQ-CYCLE-004,27,周回管理,初期リリース必須,F,残り問題がなくなった場合、 周回完了として扱うこと。,RULE,DATA,DATA,yes,残り問題がゼロになった時点を周回完了とする判定規則
REQ-CYCLE-005,27,周回管理,初期リリース必須,F,完了した周回を再度開始する場合、 新しい周回として対象問題全体から開始できること。,FUNC,"RULE,DATA",DATA,yes,完了済み周回を新しい周回として全対象から再開始する機能
REQ-CYCLE-006,27,周回管理,初期リリース必須,F,周回管理の状態を、 目的別問題集単位またはテスト対策単位で管理すること。,DATA,,DATA,no,目的別問題集・テスト対策単位で周回状態を保持するデータ要件
REQ-CYCLE-007,27,周回管理,初期リリース必須,F,周回の開始後に問題集定義が変更されても、 進行中の周回対象を自動的に変更しないこと。,RULE,"DATA,QUAL",DATA,yes,開始後の問題集変更で進行中の周回対象を自動変更しない規則
REQ-CYCLE-008,27,周回管理,初期リリース必須,F,進行中の周回へ、 管理者が問題を明示的に追加できること。 追加理由と追加日時を記録する。,FUNC,"OPS,DATA",DATA,yes,管理者が進行中の周回へ問題を追加し理由・日時を記録する機能
REQ-CYCLE-009,27,周回管理,初期リリース必須,F,実行中に周回がリセットまたは更新された場合、 古い学習セッションの結果で 新しい周回状態を上書きしないこと。,QUAL,"RULE,DATA",DATA,yes,古い学習セッション結果が更新後の周回状態を上書きしない競合安全性要件
REQ-CYCLE-010,27,周回管理,初期リリース必須,F,その場限りの「間違えた問題だけ再挑戦」と、 継続的な周回管理を区別すること。,RULE,"DATA,FUNC",DATA,yes,一時的な再挑戦と継続的周回管理を区別する学習管理規則
REQ-CYCLE-011,27,周回管理,初期リリース必須,F,周回の正解・誤答・パスも、 長期学習用の回答イベントとして記録すること。,DATA,RULE,DATA,no,周回中の正解・誤答・パスも長期学習用回答イベントとして記録する
REQ-CYCLE-012,27,周回管理,初期リリース必須,F,周回完了を、 長期的な習得完了または弱点解除とはみなさないこと。,RULE,DATA,DATA,yes,周回完了を長期習得完了や弱点解除と同一視しない評価規則
REQ-MASTERY-001,28,弱点・定着管理,初期リリース必須,F,弱点・定着管理を、 周回管理とは独立した長期学習機能として提供すること。,RULE,"FUNC,DATA",DATA,yes,弱点・定着管理を周回管理とは独立した長期学習機能として扱う原則
REQ-MASTERY-002,28,弱点・定着管理,初期リリース必須,F,通常教材と目的別問題集の回答イベントを横断して、 問題ごとの長期的な定着状態を管理すること。,DATA,RULE,DATA,no,通常教材・目的別問題集を横断した回答イベントから問題別の長期定着状態を保持する
REQ-MASTERY-003,28,弱点・定着管理,初期リリース必須,F,短い間隔での再正解と、 一定期間を空けた後の再正解を区別すること。,RULE,DATA,DATA,yes,短期間の再正解と期間を空けた再正解を異なる証拠として扱う判定規則
REQ-MASTERY-004,28,弱点・定着管理,初期リリース必須,F,短い間隔で再正解しただけでは、 長期定着を確認したと判定しないこと。,RULE,DATA,DATA,yes,短期間で再正解しただけでは長期定着と判定しない規則
REQ-MASTERY-005,28,弱点・定着管理,初期リリース必須,F,回答結果だけでなく、 前回の確認や失敗からの経過時間を考慮して 定着状態を評価すること。,RULE,DATA,DATA,yes,回答結果と経過時間を組み合わせて定着状態を評価する規則
REQ-MASTERY-006,28,弱点・定着管理,初期リリース必須,F,一定期間を空けて正解できたことを、 長期定着を示す重要な証拠として扱うこと。,RULE,DATA,DATA,yes,一定期間後の正解を長期定着の重要な証拠として扱う規則
REQ-MASTERY-007,28,弱点・定着管理,初期リリース必須,F,一定期間後の誤答またはパスを、 忘却や再学習の必要性を示す証拠として扱うこと。,RULE,DATA,DATA,yes,一定期間後の誤答・パスを忘却・再学習必要性の証拠として扱う規則
REQ-MASTERY-008,28,弱点・定着管理,初期リリース必須,F,現在有効な定着状態と、 過去に到達した最高の定着状態を分けて管理すること。,DATA,RULE,DATA,no,現在有効な定着状態と過去最高の定着状態を分けて保持する
REQ-MASTERY-009,28,弱点・定着管理,初期リリース必須,F,問題ごとに、 次回の確認時期または復習優先度を算出できること。,FUNC,"DATA,RULE",DATA,yes,問題ごとの次回確認時期または復習優先度を算出する機能
REQ-MASTERY-010,28,弱点・定着管理,初期リリース必須,F,定着状態、忘却リスク、復習状態などを、 回答イベントから再計算できること。,RULE,"DATA,FUNC",DATA,yes,定着状態・忘却リスク・復習状態を回答イベントから再計算可能とする原則
REQ-MASTERY-011,28,弱点・定着管理,初期リリース必須,F,定着判定アルゴリズムを識別し、 バージョン管理できること。,DATA,OPS,DATA,no,定着判定アルゴリズムの識別子とバージョンを管理するデータ要件
REQ-MASTERY-012,28,弱点・定着管理,初期リリース必須,F,定着判定アルゴリズムを変更した場合、 保存済みの回答イベントから 全問題の定着状態を再評価できること。,FUNC,"DATA,RULE",DATA,yes,アルゴリズム変更時に保存済み回答イベントから全問題の定着状態を再評価する機能
REQ-MASTERY-013,28,弱点・定着管理,初期リリース必須,F,定着段階、確認間隔、昇格・降格条件、 忘却リスクの閾値などの具体値を 変更可能な規則として管理すること。 既存試作の具体値を固定仕様として採用しない。,DATA,"RULE,SCOPE",DATA,no,定着段階・確認間隔・昇降格条件・閾値を変更可能な規則データとして管理する
REQ-MASTERY-014,28,弱点・定着管理,初期リリース必須,F,正解回数、誤答回数、パス回数、正答率などの集計値を、 回答イベントから再計算できること。,FUNC,"DATA,RULE",DATA,yes,正解・誤答・パス回数や正答率を回答イベントから再集計する機能
REQ-PROGRESS-005,29,進捗・達成状況の分離,初期リリース必須,F,問題ごとの長期進捗・定着状態は、 問題を利用した教材や目的別問題集にかかわらず共有すること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PROGRESS-006,29,進捗・達成状況の分離,初期リリース必須,F,目的別問題集について、 その問題集固有の実行履歴、達成状況、周回状態を管理できること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PROGRESS-007,29,進捗・達成状況の分離,初期リリース必須,F,問題ごとの長期進捗と、 目的別問題集固有の達成状況を混同しないこと。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PROGRESS-008,29,進捗・達成状況の分離,初期リリース必須,F,目的別問題集での回答も、 問題ごとの長期進捗・定着状態へ反映すること。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PROGRESS-009,29,進捗・達成状況の分離,初期リリース必須,F,目的別問題集の達成状況をリセットしても、 問題ごとの長期回答履歴と定着状態を 自動的には削除しないこと。,DATA,,DATA,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-RESUME-001,30,学習途中の再開,初期リリース必須,E,途中終了した学習セッションを再開できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-RESUME-002,30,学習途中の再開,初期リリース必須,E,再開時に、少なくとも次を復元できること。 - 実行した教材または目的別問題集 - 学習モード - 出題設定 - 問題順 - 回答済み問題 - 未回答問題 - 周回情報,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-RESUME-003,30,学習途中の再開,初期リリース必須,E,再開されたセッションで、 同じ回答イベントを重複登録しないこと。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-RESET-001,31,確認・リセット・再構築,初期リリース必須,F,学習履歴、目的別達成状況、周回状態などを、 管理対象ごとに確認できること。,FUNC,DATA,RULE,yes,学習履歴・目的別達成状況・周回状態を管理対象ごとに確認する機能
REQ-RESET-002,31,確認・リセット・再構築,初期リリース必須,F,次のリセット操作を分離すること。 - 教材または問題集の実行履歴 - 目的別問題集の達成状況 - 周回状態 - 学習事実全体,RULE,"FUNC,DATA",RULE,no,実行履歴・達成状況・周回状態・学習事実全体を別々のリセット対象として扱う規則
REQ-RESET-003,31,確認・リセット・再構築,初期リリース必須,F,周回状態だけをリセットしても、 回答イベントや長期定着状態を削除しないこと。,RULE,"DATA,QUAL",RULE,no,周回状態のリセット時に回答イベントや長期定着状態を削除しない保全規則
REQ-RESET-004,31,確認・リセット・再構築,初期リリース必須,F,派生した定着状態に不整合が疑われる場合、 回答イベントから再構築できること。,FUNC,"DATA,QUAL",RULE,yes,派生した定着状態を回答イベントから再構築する機能
REQ-RESET-005,31,確認・リセット・再構築,初期リリース必須,F,学習事実を削除する操作では、 削除対象と影響範囲を事前に表示し、 強い確認操作を要求すること。,RULE,"FUNC,OPS,QUAL",RULE,no,学習事実削除前に対象・影響範囲を表示し強い確認操作を要求する安全規則
REQ-RESET-006,31,確認・リセット・再構築,初期リリース必須,F,履歴の削除後は、 残っている回答イベントから 定着状態を再計算すること。,FUNC,"DATA,RULE",RULE,yes,履歴削除後に残存回答イベントから定着状態を再計算する機能
REQ-EXPORT-001,32,履歴・分析用エクスポート,初期リリース後,H,通常教材と目的別問題集を横断した回答イベントを、 分析可能な形式でエクスポートできること。,FUNC,DATA,DATA,yes,通常教材・目的別問題集を横断した回答イベントを分析可能な形式で出力する機能
REQ-EXPORT-002,32,履歴・分析用エクスポート,初期リリース後,H,回答イベントのエクスポートには、 少なくとも次を含めること。 - セッション識別情報 - 実行対象 - 学習モード - 問題 - 判定結果 - 判定日時 - 回答表示方法 - 制限時間 - 実所要時間 - 途中終了の有無 - 周回情報,DATA,SCOPE,DATA,no,回答イベントの分析用出力へ含める識別・判定・時間・周回情報を定義する
REQ-EXPORT-003,32,履歴・分析用エクスポート,初期リリース後,H,回答イベントのエクスポートを、 定着判定アルゴリズムの検証と改善に利用できること。,OPS,"FUNC,DATA",DATA,yes,回答イベント出力を定着判定アルゴリズムの検証・改善に利用する分析運用
REQ-UI-001,34,画面全体構造,初期リリース必須,G,主要機能を、少なくとも次の領域へ整理すること。 - 学習する - 印刷する - 進捗・履歴を見る - 管理する,RULE,FUNC,FUNC,yes,学習・印刷・進捗確認・管理を主要画面領域として整理する画面構成規則
REQ-UI-002,34,画面全体構造,初期リリース必須,G,学習開始の入口として、 少なくとも次を提供すること。 - 教材から選ぶ - 目的から選ぶ - 前回の続き,FUNC,DATA,FUNC,no,教材・目的・前回の続きから学習開始できる入口を提供する機能
REQ-UI-003,34,画面全体構造,初期リリース後,G,学習履歴、試験予定、復習時期、管理者の指定などから、 「今日のおすすめ」を提示できること。,FUNC,"DATA,OPS,RULE",FUNC,no,履歴・試験予定・復習時期・管理者指定から今日のおすすめを提示する機能
REQ-UI-004,34,画面全体構造,初期リリース必須,G,学校教科と検定を、 共通した操作体系の中で扱うこと。 ただし、それぞれの分類構造や表示単位の違いは表現できること。,RULE,"FUNC,DATA",FUNC,yes,学校教科と検定を共通操作体系で扱いつつ分類構造・表示単位の違いを表現する規則
REQ-UI-005,34,画面全体構造,初期リリース必須,G,学習開始、印刷、進捗確認、教材管理を、 利用者が混同しない独立した導線として提供すること。,RULE,"FUNC,QUAL",FUNC,yes,学習・印刷・進捗・教材管理を混同しない独立導線として提供する規則
REQ-UI-006,34,画面全体構造,初期リリース必須,G,画面階層と選択肢を必要以上に増やさず、 主要な学習を少ない操作で開始できること。,QUAL,"FUNC,RULE",FUNC,yes,画面階層と選択肢を抑え少ない操作で主要学習を開始できる操作性要件
REQ-CHILD-001,35,子ども用画面,初期リリース必須,G,子ども用画面と管理用画面を、 役割と表示情報の異なる画面として明確に分離すること。,RULE,"FUNC,DATA",FUNC,yes,子ども用画面と管理用画面を役割・表示情報の異なる画面として分離する規則
REQ-CHILD-002,35,子ども用画面,初期リリース必須,G,子ども用画面では、 その時点で実行可能な学習内容が容易に分かること。,FUNC,QUAL,FUNC,no,その時点で実行可能な学習内容を子どもが容易に確認できる機能
REQ-CHILD-003,35,子ども用画面,初期リリース必須,G,子ども用画面では、 学習開始までのボタンや設定項目を必要最小限にすること。,QUAL,"RULE,FUNC",FUNC,yes,学習開始までの操作・設定を必要最小限にする操作容易性要件
REQ-CHILD-004,35,子ども用画面,初期リリース必須,G,子ども用画面では、 内部ID、データ状態、出典管理項目、詳細な抽出条件など、 学習に不要な管理情報を表示しないこと。,RULE,"DATA,FUNC",FUNC,yes,内部ID・データ状態・出典項目などの不要な管理情報を子どもへ表示しない規則
REQ-CHILD-005,35,子ども用画面,初期リリース必須,G,子ども用画面では、 バックアップ、データ削除、教材編集などの管理操作を 通常の学習操作として表示しないこと。,RULE,"FUNC,OPS",FUNC,yes,バックアップ・削除・教材編集などの管理操作を通常の学習操作として表示しない規則
REQ-CHILD-006,35,子ども用画面,初期リリース必須,G,学習終了時に、 少なくとも次の結果を理解しやすく表示すること。 - 実施問題数 - 正解数 - 不正解数 - パス数 - 正答率 - 未完了または次に取り組む問題,FUNC,"DATA,QUAL",FUNC,no,学習終了時に問題数・判定内訳・正答率・次の対象を理解しやすく表示する機能
REQ-CHILD-007,35,子ども用画面,初期リリース必須,G,子ども用画面から、 前回中断した学習を容易に再開できること。,FUNC,DATA,FUNC,no,子ども用画面から前回中断した学習を容易に再開する機能
REQ-CHILD-008,35,子ども用画面,初期リリース必須,G,子ども用画面では、 利用停止中、作成中、参照不能など、 開始できない教材や問題集を通常の開始候補として表示しないこと。 必要に応じて理由を分かりやすく表示する。,RULE,"FUNC,DATA",FUNC,yes,開始不能な教材・問題集を通常候補として表示せず、必要に応じて理由を示す規則
REQ-ADMIN-001,36,管理用画面,初期リリース必須,G,管理用画面から、 教材、問題、目的別問題集、学習分類を確認できること。,FUNC,DATA,FUNC,no,教材・問題・目的別問題集・学習分類を管理画面から確認する機能
REQ-ADMIN-002,36,管理用画面,初期リリース必須,G,管理用画面から、 目的別問題集を作成・編集・公開管理できること。,FUNC,"DATA,OPS",FUNC,no,目的別問題集を作成・編集し公開状態を管理する機能
REQ-ADMIN-003,36,管理用画面,初期リリース必須,G,管理用画面から、 問題の分類、出典、難易度、問題形式、表示資料、 印刷属性を確認できること。,FUNC,DATA,FUNC,no,問題の分類・出典・難易度・形式・表示資料・印刷属性を確認する機能
REQ-ADMIN-004,36,管理用画面,初期リリース必須,G,管理用画面から、 学習履歴、問題別進捗、弱点・定着状態、 目的別問題集の達成状況、周回状況を確認できること。,FUNC,DATA,FUNC,no,履歴・進捗・定着・達成状況・周回状況を確認する機能
REQ-ADMIN-005,36,管理用画面,初期リリース必須,G,管理用画面から、 教材や問題の登録内容に対する データ検証結果を確認できること。,FUNC,"DATA,QUAL",FUNC,no,教材・問題の登録内容に対するデータ検証結果を確認する機能
REQ-ADMIN-006,36,管理用画面,初期リリース必須,G,管理用画面から、 印刷対象と出力内容を選択できること。,FUNC,DATA,FUNC,no,管理画面から印刷対象と出力内容を選択する機能
REQ-ADMIN-007,36,管理用画面,初期リリース必須,G,管理用画面から、 バックアップ、復元、リセットなどの保守操作を実行できること。,FUNC,OPS,FUNC,no,管理画面からバックアップ・復元・リセットなどの保守操作を実行する機能
REQ-ADMIN-008,36,管理用画面,初期リリース必須,G,削除、復元、全体リセットなど影響の大きい操作では、 対象と影響範囲を明示し、確認操作を要求すること。,RULE,"FUNC,OPS,QUAL",FUNC,yes,削除・復元・全体リセット前に対象と影響を示し確認操作を要求する安全規則
REQ-ADMIN-009,36,管理用画面,初期リリース必須,G,子ども用機能と管理用機能について、 権限のない利用者が管理操作を実行できないようにすること。 具体的な認証・権限方式は技術選定時に決定する。,RULE,"FUNC,QUAL,SCOPE",FUNC,yes,権限のない利用者による管理操作の実行を禁止するアクセス規則
REQ-NAV-001,37,教材・目的から選ぶ導線,初期リリース必須,G,教材から選ぶ画面では、 学校教科、検定、教材などの分類から 対象教材を選択できること。,FUNC,DATA,FUNC,no,学校教科・検定・教材の分類から対象教材を選択する機能
REQ-NAV-002,37,教材・目的から選ぶ導線,初期リリース必須,G,目的から選ぶ画面では、 少なくとも次の目的から学習を選択できること。 - 定期テスト対策 - 検定対策 - 弱点補強 - 復習 - 本番形式 - 移動中・運動中の学習,FUNC,DATA,FUNC,no,定期テスト・検定・弱点補強・復習・本番形式などの目的から学習を選択する機能
REQ-NAV-003,37,教材・目的から選ぶ導線,初期リリース後,G,目的から選ぶ画面で、 先取り学習を選択できること。,FUNC,DATA,FUNC,no,目的から選ぶ画面で先取り学習を選択する機能
REQ-NAV-004,37,教材・目的から選ぶ導線,初期リリース必須,G,検定教材は、 検定種別と級を基準として選択できること。,FUNC,DATA,FUNC,no,検定種別と級を基準として検定教材を選択する機能
REQ-NAV-005,37,教材・目的から選ぶ導線,初期リリース必須,G,検定の級の中で、 語彙、読解、作文、リスニングなどの 出題分野または学習目的を選択できること。,FUNC,DATA,FUNC,no,検定級内で語彙・読解・作文・リスニングなどを選択する機能
REQ-NAV-006,37,教材・目的から選ぶ導線,初期リリース必須,G,定期テスト対策は、 試験回、教科、対象範囲、学習目的を識別して選択できること。,FUNC,DATA,FUNC,no,試験回・教科・対象範囲・目的を識別して定期テスト対策を選択する機能
REQ-NAV-007,37,教材・目的から選ぶ導線,初期リリース必須,G,弱点補強では、 問題別の弱点だけでなく、 知識、技能、問題形式などの単位でも 弱点を確認できること。,FUNC,DATA,FUNC,no,問題・知識・技能・問題形式などの単位で弱点を確認する機能
REQ-NAV-008,37,教材・目的から選ぶ導線,初期リリース後,G,管理者が、 優先して取り組ませる学習内容を指定できること。,OPS,"FUNC,DATA",FUNC,yes,管理者が優先して取り組ませる学習内容を指定する運用要件
REQ-DASHBOARD-001,38,進捗・履歴の表示,初期リリース必須,G,子ども用画面では、 複雑な分析値を一度にすべて表示せず、 現在の学習判断に必要な情報を優先して表示すること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-DASHBOARD-002,38,進捗・履歴の表示,初期リリース必須,G,子ども用の進捗表示では、 少なくとも次を確認できること。 - 今回または当日の正答状況 - 未完了問題数 - 誤答・パスした問題数 - 周回の残り問題数 - 次に復習すべき問題の有無,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-DASHBOARD-003,38,進捗・履歴の表示,初期リリース必須,G,管理用画面では、 少なくとも次の単位で進捗を確認できること。 - 問題 - 学習テーマ - 教材 - 目的別問題集 - 周回 - 弱点・定着状態,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-DASHBOARD-004,38,進捗・履歴の表示,初期リリース後,G,次の単位で集計した進捗を確認できること。 - 検定級 - 定期テスト - 知識分類 - 技能分類 - 問題形式,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-DASHBOARD-005,38,進捗・履歴の表示,初期リリース必須,G,学習履歴の一覧で、 少なくとも次を確認できること。 - 実施日時 - 教材または目的別問題集 - 学習モード - 問題数 - 正解・不正解・パス数 - 正答率 - 所要時間 - 途中終了の有無,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-DASHBOARD-006,38,進捗・履歴の表示,初期リリース必須,G,学習履歴から、 誤答またはパスした問題の詳細を確認できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-DASHBOARD-007,38,進捗・履歴の表示,初期リリース後,G,試験日や目標日に対する学習進捗を表示できること。,FUNC,DATA,FUNC,no,試験日・目標日に対する学習進捗を表示する機能
REQ-PLAYER-001,39,学習画面の操作,初期リリース必須,E,学習画面では、 問題、回答表示、判定、次の問題への移動を 一貫した操作で行えること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PLAYER-002,39,学習画面の操作,初期リリース必須,E,正解、不正解、パスの判定操作を、 スマートフォンで押しやすい大きさと配置で提供すること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PLAYER-003,39,学習画面の操作,初期リリース必須,E,移動中・運動中向け学習では、 通常の学習画面よりも操作数を抑えた表示を利用できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PLAYER-004,39,学習画面の操作,初期リリース必須,E,問題文、画像、表、グラフ、長文などを、 画面幅に合わせて読みやすく表示すること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-PLAYER-005,39,学習画面の操作,初期リリース必須,E,音声問題では、 再生開始、繰り返し再生、停止などの操作を 問題画面から実行できること。,FUNC,,FUNC,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
