review_target_id,target_kind,primary_domain,secondary_domain,requirement_id_1,requirement_id_2,requirement_text_1,requirement_text_2,release_1,release_2,primary_type_1,primary_type_2,candidate_types,missing_legacy_ids,source_details,review_status,decision,decision_reason,inventory_change_required,source_domain,source_file
RVIEW-048,SINGLE,B,,REQ-INQUIRY-001,,探究型の学習について、 複数の段階からなる学習過程として表現できること。 少なくとも次のような段階を想定する。 - 疑問または課題を見つける - 問いを設定する - 仮説または予想を立てる - 調査、観察、実験を計画する - 情報または結果を集める - 整理し、比較し、分析する - 考察する - 結論または解決策をまとめる - 発表する - 振り返る 教科によって不要な段階や異なる名称を使用できること。,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=2 score=26.80 length=180 bullets=10 numbered=0 connectors=5,REVIEWED,KEEP_SEPARATE,列挙は探究学習過程の段階例であり、教科により可変であるため、固定した独立要求へ分割すべきではない。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-049,SINGLE,B,,REQ-MAP-001,,地図について、 少なくとも次を管理できること。 - 対象地域 - 地図の種類 - 表示レイヤー - 地名などの表示状態 - 書き込み可否 - 印刷サイズ,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=47 score=13.63 length=63 bullets=6 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は地図という単一資料の管理属性であり、一体で扱うことが妥当である。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-050,SINGLE,B,,REQ-QUESTION-001,,問題について、少なくとも次を分離して管理できること。 - 問題文 - 解答 - 解説 - 選択肢 - 採点方針 - 状態 - 分類・出典などのメタデータ,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=32 score=15.62 length=62 bullets=7 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は問題という中心エンティティを構成する主要データの分離原則であり、全体を1要求として維持する。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-051,SINGLE,B,,REQ-QUESTION-004,,学校教科の問題について、次の属性を管理できること。 - 教科 - 学年・学習段階 - 単元・学習テーマ - 教科書範囲 - 定期テスト範囲との関係,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=66 score=10.63 length=63 bullets=5 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は学校教科問題に共通する分類属性であり、属性単位の独立要求に分割する必要はない。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-052,SINGLE,B,,REQ-QUESTION-005,,検定問題について、次の属性を管理できること。 - 検定種別 - 級 - 試験区分 - 公式出題範囲 - 出題形式,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=69 score=10.46 length=46 bullets=5 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は検定問題に共通する分類属性であり、1つのメタデータ要件として維持する。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-053,SINGLE,B,,REQ-REASONING-001,,学習内容間の関係として、 少なくとも次を表現できること。 - 時間的な前後関係 - 原因と結果 - 共通点と相違点 - 全体と部分 - 地域間または時代間の比較 - 問題と解決策 - 利点と課題,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=23 score=16.82 length=82 bullets=7 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は学習内容間で表現可能な関係種別であり、共通の関係モデルとして一体で扱う。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-054,SINGLE,B,,REQ-SCAFFOLDING-001,,問題に対して、 少なくとも次の学習支援情報を 必要に応じて別々に関連付けられること。 - 正答 - 模範解答 - 解説 - ヒント - 解答の型またはテンプレート - 考え方の手順 - 使用可能な語句または表現例 - 採点基準または評価観点,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=10 score=21.02 length=102 bullets=8 numbered=0 connectors=4,REVIEWED,KEEP_SEPARATE,列挙は問題へ関連付ける支援情報の種別であり、共通の関連付け要件として維持する。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-055,SINGLE,B,,REQ-SCAFFOLDING-003,,学習者の習熟度や実行モードに応じて、 表示する支援情報の段階を変えられること。 例として、次を想定する。 - 支援なし - 短いヒント - 語句または考え方の候補 - 解答の型 - 詳細な手順 - 模範解答,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=42 score=13.89 length=89 bullets=6 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は支援情報の段階例であり、習熟度や実行モードに応じた段階制御という1つの機能要件である。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-056,SINGLE,B,,REQ-TABLE-002,,表について、 少なくとも次を管理できること。 - 列見出し - 行データ - 単位 - 表題 - 見出し表示の有無 - 書き込み可否,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=49 score=13.53 length=53 bullets=6 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は表という単一資料を構成する属性であり、分割不要である。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-057,SINGLE,B,,REQ-TAG-002,,問題へ、問題形式を示す分類を設定できること。 対象例: - 一問一答 - 計算 - 選択 - 穴埋め - 書き取り - 文章題 - 長文読解 - 英作文 - リスニング - 作図 - 表・グラフ・地図・年表,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=6 score=22.80 length=80 bullets=11 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は問題形式分類の値候補であり、個別形式ごとの独立要求ではない。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-058,SINGLE,B,,REQ-TAG-004,,問題へ、解答に必要な技能を複数関連付けられること。 技能例: - 読む - 書く - 計算する - 聞き取る - 話す - 説明する - 比較する - 図表を読む - 条件を整理する,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=15 score=18.72 length=72 bullets=9 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は問題へ複数関連付ける技能分類の例であり、共通の分類要件として維持する。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-059,SINGLE,B,,REQ-TIMELINE-002,,年表の出来事について、 少なくとも次を管理できること。 - 年または期間 - 表示名 - 地域 - 分類 - 表示順,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=57 score=12.47 length=47 bullets=5 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は年表上の出来事を構成する属性であり、一体のデータ要件である。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-060,SINGLE,B,,REQ-VISUAL-003,,表示資料について、 少なくとも次の種類を扱えること。 - 画像 - 表 - グラフ - 地図 - 年表 - 座標平面 - 図形 - 作図用図 - 記入用升目 - 面接カード - 複数要素を組み合わせた資料,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=5 score=23.79 length=79 bullets=11 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は表示資料として扱える種別の一覧であり、共通の資料管理要件として維持する。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-061,SINGLE,B,,REQ-VISUAL-004,,表示資料ごとに、 少なくとも次を管理できること。 - 種類 - 問題内での役割 - 表示順 - 表題または説明 - 代替テキスト - 画面表示設定 - 印刷設定 - 出典・著作権情報 - 公開可否,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=12 score=20.79 length=79 bullets=9 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は表示資料という単一エンティティに属する管理属性であり、属性ごとの分割は不要である。,NO,B,full_rebuild_detailed_requirement_review_domain_b_decisions_v0_1.csv
RVIEW-062,PAIR,C,C,REQ-AUTHORING-003,REQ-SOURCE-007,既存問題と新規資料を照合し、 不足している観点を確認できること。,複数教材を照合し、 不足している知識・技能・問題形式を確認できること。,初期リリース後,初期リリース後,FUNC,FUNC,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=10 similarity=0.425,REVIEWED,KEEP_SEPARATE,既存問題と新規資料の照合は教材作成時の不足観点確認であり、複数教材の照合は教材横断で知識・技能・問題形式の不足を確認する要求である。対象範囲が異なる。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-063,PAIR,C,C,REQ-AUTHORING-TRACE-001,REQ-AUTHORING-TRACE-002,教材または問題集について、 作成に使用した原本、資料、対象範囲を記録できること。,教材または問題集について、 作成目的および出題方針を記録できること。,初期リリース必須,初期リリース必須,OPS,OPS,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=7 similarity=0.455 prefix=AUTHORING-TRACE,REVIEWED,KEEP_SEPARATE,作成に使用した原本・資料・対象範囲と、作成目的・出題方針は異なる追跡情報である。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-064,PAIR,C,C,REQ-AUTHORING-TRACE-001,REQ-AUTHORING-TRACE-003,教材または問題集について、 作成に使用した原本、資料、対象範囲を記録できること。,教材または問題集について、 問題数、対象範囲、問題形式などの作成結果を記録できること。,初期リリース必須,初期リリース必須,OPS,OPS,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=4 similarity=0.468 prefix=AUTHORING-TRACE,REVIEWED,KEEP_SEPARATE,作成元および対象範囲の記録と、実際に作成された問題数・形式などの結果記録は工程上の時点と意味が異なる。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-065,PAIR,C,C,REQ-AUTHORING-TRACE-001,REQ-AUTHORING-TRACE-004,教材または問題集について、 作成に使用した原本、資料、対象範囲を記録できること。,教材または問題集について、 機械検証および人によるレビューの実施結果を記録できること。,初期リリース必須,初期リリース必須,OPS,OPS,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=26 similarity=0.327 prefix=AUTHORING-TRACE,REVIEWED,KEEP_SEPARATE,作成に使用した根拠情報と、機械検証・人手レビューの実施結果は異なる監査情報である。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-066,PAIR,C,C,REQ-AUTHORING-TRACE-002,REQ-AUTHORING-TRACE-003,教材または問題集について、 作成目的および出題方針を記録できること。,教材または問題集について、 問題数、対象範囲、問題形式などの作成結果を記録できること。,初期リリース必須,初期リリース必須,OPS,OPS,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=10 similarity=0.413 prefix=AUTHORING-TRACE,REVIEWED,KEEP_SEPARATE,作成目的・出題方針は計画情報であり、問題数・対象範囲・問題形式などは作成結果情報である。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-067,PAIR,C,C,REQ-AUTHORING-TRACE-002,REQ-AUTHORING-TRACE-004,教材または問題集について、 作成目的および出題方針を記録できること。,教材または問題集について、 機械検証および人によるレビューの実施結果を記録できること。,初期リリース必須,初期リリース必須,OPS,OPS,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=11 similarity=0.408 prefix=AUTHORING-TRACE,REVIEWED,KEEP_SEPARATE,作成目的および方針と、検証・レビューの実施結果は異なる追跡対象である。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-068,PAIR,C,C,REQ-AUTHORING-TRACE-003,REQ-AUTHORING-TRACE-004,教材または問題集について、 問題数、対象範囲、問題形式などの作成結果を記録できること。,教材または問題集について、 機械検証および人によるレビューの実施結果を記録できること。,初期リリース必須,初期リリース必須,OPS,OPS,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=16 similarity=0.370 prefix=AUTHORING-TRACE,REVIEWED,KEEP_SEPARATE,教材作成結果の記録と、その結果に対する機械検証・人手レビューの記録は異なる工程成果である。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-069,PAIR,C,C,REQ-COPYRIGHT-003,REQ-REGISTRATION-002,資料ごとに、 公開可能、非公開、家庭内限定などの 利用範囲を設定できること。,教材登録前に、 教材、問題、本文、図表、音声などの公開範囲を確認できること。,初期リリース必須,初期リリース必須,DATA,OPS,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=19 similarity=0.180,REVIEWED,KEEP_SEPARATE,資料ごとの利用範囲を設定するデータ要件と、教材登録前に公開範囲を確認する工程要件であり、相互補完関係にある。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-070,SINGLE,C,,REQ-COPYRIGHT-002,,少なくとも次の権利状態を区別できること。 - 自作 - 公式資料 - 教科書 - ワーク - 市販問題集 - パブリックドメイン - 利用許諾済み - 不明,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=18 score=17.62 length=62 bullets=8 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は資料に設定する権利状態の分類値であり、個別要求へ分割する必要はない。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-071,SINGLE,C,,REQ-COVERAGE-008,,1つの学習対象について、 異なる問題形式または異なる観点から 確認する問題を関連付けられること。 例として、次を想定する。 - 読む - 書く - 意味を理解する - 文脈で使い分ける - 説明する - 応用する,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=41 score=13.91 length=91 bullets=6 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は1つの学習対象を異なる観点・形式から確認する方法の例であり、共通の網羅性要件として一体で扱う。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-072,SINGLE,C,,REQ-QUALITY-REVIEW-002,,機械検証では、 少なくとも次を確認できること。 - 一意IDの重複 - 必須項目の欠落 - 無効な参照 - 許可されていない値 - 問題数および内訳の整合 - 同一または近似した問題文の重複候補,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=27 score=15.84 length=84 bullets=6 numbered=0 connectors=3,REVIEWED,KEEP_SEPARATE,列挙は教材データに対する機械検証項目であり、1つの検証機能の受入条件としてまとめて保持する。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-073,SINGLE,C,,REQ-QUALITY-REVIEW-003,,内容レビューでは、 少なくとも次を確認できること。 - 出題範囲への適合 - 正答の妥当性 - 答えが一意に定まるか - 問題文の曖昧さ - 選択肢の自然さと妥当性 - 難易度の適切さ - 問題形式や分野の偏り - 解答・解説の十分性 - 著作権上の問題 - 学習目的との適合,,初期リリース必須,,OPS,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=8 score=22.17 length=117 bullets=10 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は人による内容レビューで確認する品質観点であり、レビュー工程全体の確認項目として一体で扱う。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-074,SINGLE,C,,REQ-REGISTRATION-001,,教材登録前に、 その教材を利用する学習方法および機能を確認できること。 少なくとも次を確認対象とする。 - 通常の画面学習 - 目的別問題集 - 印刷 - 図表表示 - 音声再生 - スピーキング練習,,初期リリース必須,,OPS,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=36 score=14.86 length=86 bullets=6 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は教材登録前に利用可能性を確認する機能種別であり、共通の登録前確認要件として維持する。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-075,SINGLE,C,,REQ-REGISTRATION-COMPLETE-002,,画面学習に使用する教材について、 少なくとも次を確認できること。 - 教材を選択できる - 問題を開始できる - 問題および解答を表示できる - 回答を記録できる - 学習セッションを完了できる,,初期リリース必須,,OPS,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=52 score=12.86 length=86 bullets=5 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は画面学習用教材の登録完了を判定する一連の利用確認条件であり、分割すると完了条件の全体性が失われる。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-076,SINGLE,C,,REQ-SOURCE-003,,1つの問題に複数の出典資料を関連付けられること。 対象例: - 教科書 - 学校ワーク - 配布プリント - 自主学習教材 - 過去問,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=68 score=10.56 length=56 bullets=5 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は1つの問題へ関連付け可能な出典資料の種別例であり、共通の多対多関連要件として維持する。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-077,SINGLE,C,,REQ-SOURCE-005,,問題について、 作成区分を管理できること。 初期候補: - 教科書基本 - 教材補完 - 統合 - 応用 - 発展,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=72 score=10.45 length=45 bullets=5 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は問題の作成区分として使用する分類値の候補であり、各区分を独立要求へ分割する必要はない。,NO,C,full_rebuild_detailed_requirement_review_domain_c_decisions_v0_1.csv
RVIEW-078,PAIR,D,D,REQ-COLLECTION-002,REQ-PURPOSE-005,問題集は、 明示的に選択した問題によって構成できること。,目的別問題集を、 管理者が明示的に選択した問題の集合として作成できること。,初期リリース必須,初期リリース必須,RULE,FUNC,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=26 similarity=0.375,REVIEWED,KEEP_SEPARATE,問題集を明示選択問題で構成できる一般要件と、目的別問題集を管理者の明示選択で作成する具体化要件である。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-079,PAIR,D,D,REQ-COLLECTION-002,REQ-PURPOSE-007,問題集は、 明示的に選択した問題によって構成できること。,明示的に選択した問題と、 抽出条件で選択した問題を組み合わせて 目的別問題集を構成できること。,初期リリース必須,初期リリース後,RULE,FUNC,CONTRADICTION;SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=28 similarity=0.372 || requirements_contradiction_candidates_v0_1.txt block=5 similarity=0.372,REVIEWED,KEEP_SEPARATE,明示選択だけで問題集を構成する初期要件と、明示選択と抽出条件を組み合わせる後続拡張要件であり、矛盾しない。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-080,PAIR,D,D,REQ-COLLECTION-003,REQ-PURPOSE-006,問題集を、 学習テーマ、出典範囲、難易度、問題形式などの抽出条件から構成できること。,目的別問題集を、 分類、出典範囲、問題形式、難易度、学習履歴などの 抽出条件から動的に構成できること。,初期リリース後,初期リリース後,RULE,FUNC,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=5 similarity=0.500,REVIEWED,KEEP_SEPARATE,一般問題集を分類・範囲・難易度などから構成する要件と、目的別問題集を学習履歴も含めて動的構成する要件であり、対象と条件が異なる。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-081,PAIR,D,F,REQ-MODE-001,REQ-PROGRESS-002,問題集と出題方法を分離し、 同じ問題集を複数の学習モードで実行できること。,同じ問題を複数の問題集で利用した場合も、 問題ごとの進捗を共有すること。,初期リリース必須,初期リリース必須,RULE,RULE,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=23 similarity=0.173,REVIEWED,KEEP_SEPARATE,問題集と出題方法を分離する実行設計と、同じ問題を複数問題集で利用した際の進捗共有は異なる責務であり、相互補完関係にある。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-082,PAIR,D,D,REQ-MODE-006,REQ-MODE-007,未着手問題だけを出題するモードを提供すること。,対象範囲からランダムに確認するモードを提供すること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=31 similarity=0.303 prefix=MODE,REVIEWED,KEEP_SEPARATE,未着手問題だけを抽出するモードと、対象範囲から無作為に抽出するモードは異なる出題条件である。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-083,PAIR,D,D,REQ-PURPOSE-005,REQ-PURPOSE-007,目的別問題集を、 管理者が明示的に選択した問題の集合として作成できること。,明示的に選択した問題と、 抽出条件で選択した問題を組み合わせて 目的別問題集を構成できること。,初期リリース必須,初期リリース後,FUNC,FUNC,CONTRADICTION;SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=14 similarity=0.388 prefix=PURPOSE || requirements_contradiction_candidates_v0_1.txt block=4 similarity=0.388,REVIEWED,KEEP_SEPARATE,明示選択のみで目的別問題集を構成する初期機能と、抽出条件を併用する後続拡張機能であり、段階的な機能差として妥当である。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-084,SINGLE,D,,REQ-EXAM-PART-002,,試験区分ごとに、 少なくとも次を管理できること。 - 測定する知識または技能 - 出題形式 - 制限時間 - 問題数または構成 - 合格または評価の基準 - 実施順序 適用されない項目は省略できること。,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=22 score=16.87 length=87 bullets=6 numbered=0 connectors=4,REVIEWED,KEEP_SEPARATE,列挙は試験区分という単一管理対象に属する構成属性であり、適用されない項目も省略可能なため、一体の要件として維持する。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-085,SINGLE,D,,REQ-PURPOSE-003,,目的別問題集について、 少なくとも次の用途を扱えること。 - 定期テスト対策 - 検定対策 - 弱点補強 - 復習 - 本番形式演習 - 印刷用演習 - 移動中・運動中の短時間演習,,初期リリース必須,,SCOPE,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=30 score=15.75 length=75 bullets=7 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は目的別問題集で扱う用途の分類値であり、用途ごとの独立要求へ分割する必要はない。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-086,SINGLE,D,,REQ-PURPOSE-009,,目的別問題集について、少なくとも次を管理できること。 - 表示名 - 説明 - 学習目的 - 問題の選択方法 - 対象問題 - 出題順 - 出題数 - タイマー設定 - 印刷設定 - 公開状態,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=9 score=21.76 length=76 bullets=10 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は目的別問題集という単一エンティティの管理属性であり、一体のデータ要件として保持する。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-087,SINGLE,D,,REQ-QUIZ-002,,次の出題順を選択できること。 - 難易度順 - 学習内容順 - 弱点優先 - 最近の誤答優先 - 復習優先度順,,初期リリース後,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=71 score=10.45 length=45 bullets=5 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は選択可能な出題順の種類であり、共通の出題順選択機能として一体で扱う。,NO,D,full_rebuild_detailed_requirement_review_domain_d_decisions_v0_1.csv
RVIEW-088,PAIR,E,E,REQ-TIME-001,REQ-TIME-002,問題所要時間は、 問題を表示した時点から計測を開始すること。,問題所要時間は、 学習者が回答表示を要求した時点、 または制限時間が終了した時点で計測を終了すること。,初期リリース必須,初期リリース必須,RULE,RULE,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=33 similarity=0.300 prefix=TIME,REVIEWED,KEEP_SEPARATE,問題所要時間の計測開始条件と計測終了条件は、同一計測仕様の異なる境界条件であり、両方を明示する必要がある。,NO,E,full_rebuild_detailed_requirement_review_domain_e_decisions_v0_1.csv
RVIEW-089,SINGLE,E,,REQ-MOBILE-003,,移動中・運動中の学習では、 次のような問題を除外できること。 - 書き取り - 作図 - 英作文 - 長文読解 - 複雑な表・グラフ読解 - 途中式が必要な問題,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=55 score=12.67 length=67 bullets=6 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は移動中・運動中の学習に適さない問題形式の例であり、共通の除外条件として一体で扱う。,NO,E,full_rebuild_detailed_requirement_review_domain_e_decisions_v0_1.csv
RVIEW-090,SINGLE,E,,REQ-RESUME-002,,再開時に、少なくとも次を復元できること。 - 実行した教材または目的別問題集 - 学習モード - 出題設定 - 問題順 - 回答済み問題 - 未回答問題 - 周回情報,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=26 score=16.69 length=69 bullets=7 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は学習セッション再開時に復元する状態の集合であり、一連の再開完了条件としてまとめて保持する。,NO,E,full_rebuild_detailed_requirement_review_domain_e_decisions_v0_1.csv
RVIEW-091,PAIR,F,D,REQ-CYCLE-003,REQ-MODE-003,周回実施後、 誤答またはパスした問題だけを次周へ残すこと。,周回練習モードを提供すること。 周回練習では、 前回の周回で誤答またはパスした問題だけを 次の周回へ残す。,初期リリース必須,初期リリース必須,RULE,FUNC,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=25 similarity=0.383,REVIEWED,KEEP_SEPARATE,誤答またはパスだけを次周へ残す周回処理の規則と、その規則を利用する周回練習モードを提供する機能要件である。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-092,PAIR,F,H,REQ-CYCLE-009,REQ-SYNC-004,実行中に周回がリセットまたは更新された場合、 古い学習セッションの結果で 新しい周回状態を上書きしないこと。,周回状態や学習セッションの競合について、 古い更新が新しい状態を上書きしないこと。,初期リリース必須,初期リリース必須,QUAL,QUAL,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=24 similarity=0.383,REVIEWED,KEEP_SEPARATE,実行中に周回状態が変更された場合の具体的な競合防止要件と、周回状態・学習セッション全般に対する古い更新の上書き防止原則である。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
RVIEW-093,PAIR,F,F,REQ-EVENT-002,REQ-EVENT-004,学習セッションについて、少なくとも次を保存すること。 - 開始日時 - 終了日時 - 実行した教材または問題集 - 学習モード - 出題設定 - 出題問題 - 途中終了の有無,回答イベントについて、少なくとも次を保存すること。 - 学習セッション - 問題 - 判定結果 - 判定日時 - 問題所要時間 - 手動回答表示またはタイムアウト - 学習モード - 実行した目的別問題集 - 周回情報,初期リリース必須,初期リリース必須,DATA,DATA,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=24 similarity=0.333 prefix=EVENT,REVIEWED,KEEP_SEPARATE,学習セッション全体の実行情報と、問題への個別回答ごとのイベント情報は記録単位および属性が異なる。,NO,F,full_rebuild_detailed_requirement_review_domain_f_decisions_v0_1.csv
