source_requirement_id,relation_type,target_requirement_id,reason,primary_source_file,primary_source_line,primary_source_format,all_source_files,source_occurrence_count
REQ-CHILD-002,STRUCTURE,REQ-CHILD-001,子どもに実行可能な学習内容だけを示すには、子ども用画面が管理用画面から分離されている必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,76,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-003,STRUCTURE,REQ-CHILD-002,開始前のボタンや設定項目を最小化するには、その時点で実行可能な学習内容が絞り込まれている必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,84,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-004,PRESENTATION,REQ-CONTENT-010,内部IDを子ども用画面へ表示しないためには、内部識別子と利用者向け表示名が分離されている必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,88,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-004,PRESENTATION,REQ-MATERIAL-SELECTION-002,管理用の識別情報ではなく理解しやすい教材情報を表示するため、教材名や対象範囲による表示を前提とする。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,90,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-004,STRUCTURE,REQ-CHILD-001,子ども用画面から管理情報を除外するには、子ども用と管理用の画面役割が分離されている必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,86,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-005,FUNCTION,REQ-ADMIN-007,子ども用画面から除外すべき保守操作を特定するには、バックアップ、復元、リセットなどの管理操作が定義されている必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,94,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-005,FUNCTION,REQ-ADMIN-009,通常の学習操作から管理操作を排除するには、管理機能への実行権限の境界が定義されている必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,96,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-005,STRUCTURE,REQ-CHILD-001,管理操作を通常の子ども用学習画面から除外するには、子ども用画面と管理用画面の役割分離が必要である。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,92,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-006,DATA,REQ-EVENT-002,実施問題数や未完了状況を表示するには、学習セッションの出題問題と途中終了状態が保存されている必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,102,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-006,DATA,REQ-EVENT-005,正解、不正解、パスの件数を表示するには、判定結果としてそれらを区別できる必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,98,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-006,DATA,REQ-MASTERY-014,正解数、誤答数、パス数、正答率を表示するには、回答イベントから集計値を再計算できる必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,100,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-006,PRESENTATION,REQ-ACCESS-004,学習結果を理解しやすく表示するには、重要な状態や判定を色だけでなく文字や記号でも識別可能にする必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,104,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-007,DATA,REQ-RESUME-002,前回の続きとして正しい状態を復元するには、教材、学習モード、問題順、回答済み・未回答問題などを復元できる必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,110,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-007,FUNCTION,REQ-RESUME-001,子ども用画面から中断学習を再開するには、途中終了した学習セッションを再開できる必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,108,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-007,STRUCTURE,REQ-CHILD-002,前回中断した学習を開始候補として示すには、現在実行可能な学習内容を子ども用画面で提示できる必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,106,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-008,DATA,REQ-STATUS-001,作成中、利用停止などを開始候補から除外するには、教材や問題集の状態を区別できる必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,114,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-008,FUNCTION,REQ-MATERIAL-SELECTION-006,利用停止中、参照不能、読込不能な教材を開始させず、原因と対応方法を示す機能を前提とする。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,116,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-008,STRUCTURE,REQ-CHILD-002,開始できない教材を通常候補から除外するには、実行可能な学習内容を判定して提示する仕組みを前提とする。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,112,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-CHILD-008,VALIDATION,REQ-INTEGRITY-002,参照不能な教材や問題集を検出するには、存在しない参照や無効な状態値を検査できる必要がある。,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md,118,ARROW,requirements_screen_interaction_progress_d2_dependency_integrated_v0_1.md;requirements_screen_interaction_progress_d2_dependency_integrated_v0_2.md,2
REQ-COLLECTION-001,REFERENCE,REQ-CONTENT-002,問題集を既存問題の参照集合として管理するには、同一問題を複数用途から利用し、問題集へ複製しない原則が必要である。,requirements_question_metadata_dependency_integrated_v0_1.md,63,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-001,REFERENCE,REQ-ID-004,問題集と参照対象の問題を管理するには、問題および問題集を一意に識別できる必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,65,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-001,STRUCTURE,REQ-CONTENT-003,問題集と問題を参照関係で管理するには、問題と問題集が別概念として分離管理されている必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,64,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-002,STRUCTURE,REQ-COLLECTION-001,明示的に選択した問題で問題集を構成するには、問題集が既存問題の参照集合として管理されている必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,66,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-003,REFERENCE,REQ-CONTENT-008,学習テーマを抽出条件として使用するには、学習テーマが意味的な学習単位として管理されている必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,118,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-003,REFERENCE,REQ-SOURCE-001,出典範囲を抽出条件として使用するには、問題へ教科書ページまたは教科書範囲を関連付けられる必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,119,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-003,REFERENCE,REQ-TAG-002,問題形式を抽出条件として使用するには、問題へ問題形式の分類を設定できる必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,121,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-003,REFERENCE,REQ-TAG-006,難易度を抽出条件として使用するには、問題へ難易度を設定できる必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,120,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-003,STRUCTURE,REQ-COLLECTION-001,抽出条件から問題集を構成するには、問題集が既存問題を参照する集合として管理されている必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,117,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-004,REFERENCE,REQ-SOURCE-001,教科書ページを基準として問題集を構成するには、問題へ教科書ページまたは範囲を関連付けられる必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,123,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-004,REFERENCE,REQ-SOURCE-004,応用・発展問題を教科書ページ基準の問題集へ含めるには、それらの問題へ前提となる教科書範囲と学習テーマを関連付ける必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,124,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-004,REFERENCE,REQ-SOURCE-005,教材補完・応用・発展問題を区別して含めるには、問題の作成区分を管理できる必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,125,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COLLECTION-004,STRUCTURE,REQ-COLLECTION-001,教科書ページ基準の問題集へ補完・応用・発展問題を含めるには、問題集が既存問題を参照する集合として管理されている必要がある。,requirements_question_metadata_dependency_integrated_v0_1.md,122,TABLE,requirements_question_metadata_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-001,STRUCTURE,REQ-QUESTION-001,長文、Eメール、会話文、設問などを1つの問題として構造化するには、問題が独立した管理対象として定義されている必要がある。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,40,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-001,STRUCTURE,REQ-VISUAL-003,複数要素からなる問題を構成するには、長文、画像、表などを共通の表示資料として扱える必要がある。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,41,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-001,STRUCTURE,REQ-VISUAL-005,複数要素を問題内の適切な位置へ配置するには、表示資料を問題文の前後や文中へ配置できる必要がある。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,42,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-002,REFERENCE,REQ-SPACE-001,回答メモ欄を含む面接カードを生成するには、問題ごとの記入スペースを設定できる必要がある。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,45,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-002,STRUCTURE,REQ-COMPOSITE-001,面接カードを構造化して管理するには、複数要素からなる問題の共通構造が必要である。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,43,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-002,STRUCTURE,REQ-MEDIA-004,面接カードへイラストを含めるには、画像を問題の表示資料として扱える必要がある。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,44,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-003,REFERENCE,REQ-SCORING-002,面接カードへ評価基準を関連付けるには、解答・解説や採点根拠を管理できる必要がある。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,47,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-003,STRUCTURE,REQ-COMPOSITE-002,試験官用スクリプトや評価基準を関連付けるには、対象となる面接カードが構造化されている必要がある。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,46,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-004,FUNCTION,REQ-COMPOSITE-002,音声入力とAI評価へ接続するには、評価対象となる面接カードが構造化されている必要がある。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,48,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-004,FUNCTION,REQ-SPEAKING-001,面接カードへ音声入力を接続するには、発話回答を音声として受け付けられる必要がある。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,49,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-COMPOSITE-004,FUNCTION,REQ-SPEAKING-003,面接回答をAI評価へ接続するには、発話内容を評価する仕組みが必要である。,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,50,TABLE,requirements_visual_print_file_output_e3_dependency_integrated_v0_1.md,1
REQ-CONTENT-004,CONCEPT,REQ-CONTENT-002,問題集を利用目的に応じた集合として扱うには、問題を問題集へ複製せず複数用途で再利用できる必要がある。,requirements_scope_architecture_dependency_integrated_v0_1.md,55,TABLE,requirements_scope_architecture_dependency_integrated_v0_1.md,1
REQ-CONTENT-004,CONCEPT,REQ-CONTENT-003,学習分類と問題集の役割を区別するには、分類、問題、問題集が分離された概念である必要がある。,requirements_scope_architecture_dependency_integrated_v0_1.md,54,TABLE,requirements_scope_architecture_dependency_integrated_v0_1.md,1
REQ-CONTENT-006,PRESENTATION,REQ-CONTENT-010,学習者向け画面で管理コードより理解可能な名称を表示するには、内部識別子と利用者向け表示名が分離されている必要がある。,requirements_scope_architecture_dependency_integrated_v0_1.md,59,TABLE,requirements_scope_architecture_dependency_integrated_v0_1.md,1
REQ-CONTENT-007,CONCEPT,REQ-SCOPE-004,学校教科と検定で異なる分類構造を扱う要求は、両者を同一基盤の対象とする要求を前提とする。,requirements_scope_architecture_dependency_integrated_v0_1.md,56,TABLE,requirements_scope_architecture_dependency_integrated_v0_1.md,1
REQ-CONTENT-008,CONCEPT,REQ-CONTENT-003,学習テーマを意味的なまとまりとして管理するには、学習内容の分類を問題や問題集から分離して管理する必要がある。,requirements_scope_architecture_dependency_integrated_v0_1.md,57,TABLE,requirements_scope_architecture_dependency_integrated_v0_1.md,1
REQ-CONTENT-009,CONCEPT,REQ-CONTENT-008,主テーマに副テーマや関連タグを追加するには、まず主となる学習テーマが独立した単位として必要である。,requirements_scope_architecture_dependency_integrated_v0_1.md,58,TABLE,requirements_scope_architecture_dependency_integrated_v0_1.md,1
REQ-COPYRIGHT-001,REFERENCE,REQ-ID-004,問題、本文、画像、図表、音声へ出典と権利状態を関連付けるには、権利情報の対象を一意に識別できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,15,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-001,REFERENCE,REQ-REFERENCE-002,出典と権利状態を対象へ関連付けるには、問題が参照する出典や表示アセットが登録済みの参照先である必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,17,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-001,STRUCTURE,REQ-QUESTION-001,問題の出典と権利状態を管理するには、出典などのメタデータを問題本体から分離管理できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,16,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-002,CONCEPT,REQ-COPYRIGHT-001,自作、公式資料、教科書、利用許諾済み、不明などを権利状態として区別するには、権利状態を対象ごとに管理できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,18,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-003,CONCEPT,REQ-COPYRIGHT-001,公開可能、非公開、家庭内限定などの利用範囲を出典・権利情報とともに管理するには、資料の出典と権利状態を管理できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,19,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-003,REFERENCE,REQ-ID-004,資料ごとに利用範囲を設定するには、対象となる資料を一意に識別できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,20,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-004,VALIDATION,REQ-COPYRIGHT-003,公開不可または家庭内限定の資料を公開領域へ出力・同期しないためには、資料ごとに公開可能、非公開、家庭内限定などの利用範囲を設定できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,21,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-005,CONCEPT,REQ-COPYRIGHT-002,元資料と作成した問題について、公開不可資料と自作問題を区別するには、自作、教科書、ワークなどの権利状態を区別できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,23,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-005,CONCEPT,REQ-COPYRIGHT-003,元資料が公開不可であることを判断するには、資料ごとに公開可能、非公開、家庭内限定などの利用範囲を設定できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,24,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-005,CONCEPT,REQ-SOURCE-002,自作問題に元資料の出典を記録するには、問題の対象範囲と、問題作成に使用した資料を分離して管理できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,25,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-005,REFERENCE,REQ-COPYRIGHT-001,自作問題から元資料の出典を追跡するには、問題や資料について出典と権利状態を管理できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,22,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-006,FUNCTION,REQ-FILE-001,印刷物を生成する前の検証として実行するには、印刷可能なPDFを生成する機能が定義されている必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,27,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-006,REFERENCE,REQ-VISUAL-004,印刷物に含まれる表示資料の利用可否を検証するには、表示資料ごとに出典・著作権情報、公開可否、印刷設定を管理できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,28,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-006,VALIDATION,REQ-COPYRIGHT-003,印刷物生成前に利用上の問題を検証するには、含まれる資料ごとに利用範囲を設定できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,26,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COPYRIGHT-007,VALIDATION,REQ-COPYRIGHT-002,権利状態が不明な資料を安全側に判定するには、権利状態として「不明」を他の状態と区別できる必要がある。,requirements_source_rights_publication_dependency_integrated_v0_1.md,29,TABLE,requirements_source_rights_publication_dependency_integrated_v0_1.md;requirements_source_rights_publication_dependency_integrated_v0_2.md,2
REQ-COVERAGE-001,REFERENCE,REQ-CATALOG-REF-003,カタログ項目ごとに関連問題の有無と問題数を確認するには、1つのカタログ項目へ関連する複数の問題をたどれる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,52,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-002,FUNCTION,REQ-COVERAGE-001,問題が登録されていない学習項目を特定するには、カタログ項目ごとに関連問題の有無と問題数を確認できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,56,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-003,FUNCTION,REQ-COVERAGE-001,学習項目ごとの問題構成の偏りを確認するには、カタログ項目ごとに関連問題の有無と問題数を確認できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,70,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-003,REFERENCE,REQ-TAG-002,問題形式の偏りを確認するには、各問題へ問題形式分類を設定できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,71,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-003,REFERENCE,REQ-TAG-003,必要な知識項目の偏りを確認するには、各問題へ知識項目を関連付けられる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,72,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-003,REFERENCE,REQ-TAG-004,必要な技能の偏りを確認するには、各問題へ技能を関連付けられる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,73,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-003,REFERENCE,REQ-TAG-006,難易度の偏りを確認するには、各問題へ難易度を設定できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,74,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-004,FUNCTION,REQ-COVERAGE-001,定期テスト範囲または検定範囲のカタログ網羅状況を確認するには、各対象カタログ項目の問題有無と問題数を確認できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,75,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-004,REFERENCE,REQ-QUESTION-004,定期テスト範囲について網羅状況を確認するには、学校教科の問題と定期テスト範囲との関係を管理できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,76,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-004,REFERENCE,REQ-QUESTION-005,検定範囲について網羅状況を確認するには、検定問題の公式出題範囲を管理できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,77,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-005,FUNCTION,REQ-COVERAGE-001,カタログ項目ごとの必要問題数の充足状況を確認するには、現在関連付けられている問題の有無と問題数を確認できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,84,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-005,FUNCTION,REQ-COVERAGE-003,必要問題形式の充足状況を確認するには、学習項目ごとに現在の問題形式の構成や偏りを確認できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,85,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-006,DATA,REQ-CATALOG-PROGRESS-002,接続関係上の未習得項目を確認するには、カタログ項目ごとの未回答問題数、定着状況、復習が必要な問題数などを確認できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,86,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-006,REFERENCE,REQ-CATALOG-PATH-001,下位学年・下位級から上位学年・上位級への接続関係を確認するには、学習内容について前学年、下位級、既習範囲との前提関係を表現できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,87,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-007,REFERENCE,REQ-TARGET-003,特定の学習対象へ重要度などに応じて複数の問題を割り当てるには、1つの習得対象を複数の問題から学習できる多対多の対応関係が必要である。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,53,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-008,CONCEPT,REQ-COVERAGE-007,1つの学習対象を異なる形式や観点から確認する複数問題を構成するには、特定の学習対象へ複数問題を割り当てられる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,57,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-008,REFERENCE,REQ-TAG-002,異なる問題形式から確認する問題を区別するには、問題へ問題形式分類を設定できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,58,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-008,REFERENCE,REQ-TAG-003,意味理解や文脈での使い分けなど、異なる知識観点を区別するには、問題へ必要な知識項目を関連付けられる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,59,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-008,REFERENCE,REQ-TAG-004,読む、書く、説明する、応用するなどの異なる技能観点を区別するには、問題へ必要な技能を関連付けられる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,60,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-COVERAGE-009,DATA,REQ-COVERAGE-002,対象外または未作成の範囲について理由を記録するには、問題が登録されていない学習項目を特定できる必要がある。,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,61,TABLE,requirements_coverage_material_composition_quality_review_dependency_integrated_v0_1.md,1
REQ-CYCLE-001,REFERENCE,REQ-PURPOSE-001,周回対象となる目的別問題集を参照するため,requirements_learning_execution_session_cycle_c1c_dependency_integrated_v0_1.md,111,ARROW,requirements_learning_execution_session_cycle_c1c_dependency_integrated_v0_1.md;requirements_learning_execution_session_cycle_dependency_integrated_v0_1.md;requirements_learning_execution_session_cycle_dependency_integrated_v0_2.md,3
REQ-CYCLE-002,FUNCTION,REQ-CYCLE-001,周回管理の初回処理として実行するため,requirements_learning_execution_session_cycle_c1c_dependency_integrated_v0_1.md,78,ARROW,requirements_learning_execution_session_cycle_c1c_dependency_integrated_v0_1.md;requirements_learning_execution_session_cycle_dependency_integrated_v0_1.md;requirements_learning_execution_session_cycle_dependency_integrated_v0_2.md,3
REQ-CYCLE-002,REFERENCE,REQ-COLLECTION-001,開始時点の対象問題集合を取得するため,requirements_learning_execution_session_cycle_c1c_dependency_integrated_v0_1.md,113,ARROW,requirements_learning_execution_session_cycle_c1c_dependency_integrated_v0_1.md;requirements_learning_execution_session_cycle_dependency_integrated_v0_1.md;requirements_learning_execution_session_cycle_dependency_integrated_v0_2.md,3
